,muon_pt0,muon_pt1,muon_pt2,muon_pt3,muon_phi0,muon_phi1,muon_phi2,muon_phi3
22856,38.110683,34.458508,32.95644,32.890118,-1.0175697,-0.2679512,1.4106116,1.5174161
22857,43.20497,31.187052,30.655914,,-1.426837,2.6613595,2.8864055,
22858,60.357334,52.632664,32.34899,30.200886,1.5769821,2.0263271,2.7941802,1.0082167
22859,128.54369,39.29189,38.646603,31.114067,-2.239727,-1.4918936,-1.6488123,-0.7564052
22860,47.80008,36.14086,35.521397,,-1.895861,-2.6832547,-1.40905,
22861,52.38956,50.651253,40.093,30.26379,1.1200081,2.5933177,1.8757683,-3.0115755
22862,59.179268,39.178875,38.625565,33.692616,-0.17146432,-0.7602584,0.52376544,0.9971965
22863,77.82656,56.325184,46.85857,38.72356,2.9100304,2.5253649,3.0641747,-2.1403372
22864,71.86741,49.921577,36.64118,,-1.0317657,-1.8907932,-1.5471697,
22865,126.77429,39.321236,38.59345,36.24062,0.53540874,1.8120108,0.4239989,1.077089
22866,70.23542,66.90589,,,-3.1190183,-2.0179324,,
22867,89.80027,48.06812,41.958607,37.7815,-1.4760064,-0.9296668,-1.2044213,-0.918683
22868,50.884914,39.31353,38.609177,33.40124,-0.7447893,-1.218393,-0.88872373,-1.5202696
22869,51.765175,36.345257,35.354527,,-2.8616657,1.9160509,2.836194,
22870,77.21061,62.857746,48.830444,34.011715,-2.2557478,2.6270173,-2.6285799,-2.7397807
22871,106.54482,44.980556,43.80072,,-2.252111,2.9985518,-2.852369,
22872,76.94462,44.294735,39.55445,39.295742,-0.6684749,0.6236047,-0.7530842,-0.09185596
22873,84.73201,48.562912,48.29701,31.194593,2.8326702,-3.0052555,-2.634521,-1.5841049
22874,73.91345,61.878464,37.039597,,-1.2373608,-0.36254582,0.47644505,
22875,51.680187,47.92483,45.266376,37.08481,2.6287723,-1.837452,-2.573478,-3.1257105
22876,116.33267,98.644714,60.522038,30.759632,0.47720227,0.11297683,-0.3083371,0.9006798
22877,89.33284,67.231064,42.069683,34.385166,-1.4338856,-2.3276978,-1.6845237,-1.0843562
22878,42.145313,36.3478,32.003044,31.13895,2.5174398,1.1742415,0.3929941,0.27301818
22879,92.464775,59.830673,47.021248,44.178112,0.6299312,1.2251823,0.50038195,1.6513808
22880,51.462746,43.14635,38.23743,34.85781,-1.630844,-1.567042,-1.7401074,-1.9623066
22881,94.041504,67.71378,43.060204,42.771194,-1.1153597,-1.5515211,-1.692282,-0.4639341
22882,53.83697,51.79673,31.455467,,-2.9357817,2.8541105,1.8211654,
22883,62.880455,30.78008,,,-2.1330075,2.325356,,
22884,72.67704,47.476456,38.29874,,-0.93595177,-1.3773377,-2.1772454,
22885,96.60308,45.32054,30.355516,,0.64820856,-0.1173677,1.3173816,
22886,71.82914,55.86938,42.08768,35.019478,-2.0048263,-1.3560182,-1.6798092,-1.3129128
22887,58.084404,28.97293,,,-0.10151191,-1.8372788,,
22888,33.87394,31.308857,31.06188,31.000082,0.59407675,0.21791355,-0.4896953,-2.5033731
22889,149.03453,41.717693,35.381996,,1.9942421,2.0186777,1.091336,
22890,81.563286,63.344673,62.541363,47.86467,-1.926051,-0.96392024,-1.4593635,-1.5100776
22891,113.753006,66.976074,56.930252,51.62439,1.7845579,2.3522866,1.9157096,2.3848767
22892,98.13889,41.840874,39.65868,36.59084,-1.5790372,-1.8149662,-1.0650543,-0.5865636
22893,70.046906,33.033035,,,1.2324809,1.4913641,,
22894,54.646675,41.84626,36.659397,35.984123,1.509455,1.4203517,1.8929522,2.0783465
22895,79.749214,52.46375,42.16015,34.94392,-2.3056314,2.5494292,-2.6438632,3.0364954
22896,37.361576,36.44887,35.975754,29.812513,-1.2444867,-0.035264235,0.31537494,-1.3238798
22897,70.27785,66.4754,59.71629,39.16331,-1.1664627,-2.2417405,-1.6376414,-1.6956786
22898,66.735664,45.377796,45.22558,33.705917,2.84298,2.2796278,2.3307095,0.889489
22899,132.93646,51.95499,37.30128,34.099113,2.7105916,3.1274517,-2.193677,2.492141
22900,64.02053,50.55955,40.109222,,1.0269704,1.4895797,0.91322625,
22901,91.0406,59.137043,40.1968,,-3.0446568,-2.6328733,-2.9994276,
22902,64.557976,36.757317,32.893883,29.270737,-0.7564157,0.19431977,-0.16675256,0.27393362
22903,57.22414,35.88595,30.930302,,1.5689162,2.3045125,2.9792542,
22904,58.80071,37.6302,32.63532,31.670319,2.9254298,-2.8359122,-2.983322,-2.3007805
22905,88.344154,74.83238,29.269773,,-0.20906852,-0.8114932,-0.9376993,
22906,113.442,,,,-1.8954163,,,
22907,110.38186,42.786263,42.69135,34.809296,-0.67349946,-0.40990087,0.12596536,0.43942443
22908,91.5131,59.07847,35.39928,27.537956,-0.30749577,-0.95910376,-1.192204,0.29497027
22909,58.20721,44.31193,36.038822,,-1.0747362,-1.8530906,-2.3178103,
22910,87.87214,60.225307,52.37587,43.355766,-0.26199427,-1.1801995,-1.1094809,-1.443407
22911,84.07145,47.75806,45.021034,,0.2515337,0.23837367,-0.4289853,
22912,55.82227,38.02842,36.866127,33.180595,1.2569313,2.3911836,2.327725,-2.8426745
22913,50.0024,49.352043,39.679546,33.479202,0.6330839,0.19005668,-0.07916932,-0.2308373
22914,87.611374,42.779884,,,-1.1280308,-0.62432927,,
22915,91.26428,77.6815,35.846455,,-0.5048188,0.5368745,0.004826375,
22916,49.668877,42.811913,34.24642,,0.63609815,2.0473719,1.3575972,
22917,115.78069,47.324978,43.930275,40.99768,2.3694706,2.0958128,2.7087798,-2.685835
22918,147.99327,70.281006,38.77344,,-1.1780688,-1.7610204,-1.0560074,
22919,38.95078,33.040874,,,-0.7418367,-1.963144,,
22920,115.75681,52.652786,,,-0.7871477,-0.48661694,,
22921,82.55903,37.452396,34.729195,32.382294,-0.070751265,1.3342825,0.98227966,0.4516758
22922,82.0886,36.620537,36.483128,,0.90586734,-0.16006492,0.34520358,
22923,67.87072,61.387524,44.69171,,2.7088518,2.260065,2.2875054,
22924,79.45425,79.35208,,,0.6013455,-0.2553153,,
22925,53.255955,40.740463,39.588512,37.539337,1.8366528,1.9927175,-3.0527306,2.4517183
22926,80.69032,73.047226,51.830822,30.254948,-2.9741428,2.014664,2.7394567,2.3700082
22927,95.03191,63.22672,46.969215,34.337826,2.7899306,2.4179647,-2.6086445,2.1717298
22928,80.94756,52.32506,47.371216,28.237324,-2.5622456,-1.5986223,-1.5057052,-2.392402
22929,113.408844,58.97379,51.72292,31.21365,2.4782374,2.288042,1.9122043,-2.924732
22930,93.45295,32.208702,31.683134,31.586708,2.8315258,-1.6512889,-2.4936156,-2.981608
22931,166.30386,36.863148,31.33457,,-0.20086029,0.59833115,0.5116587,
22932,50.193233,46.20343,41.59569,37.190857,3.0671315,2.2364666,-1.9233218,-2.7780983
22933,96.788666,86.64868,59.252735,31.592115,1.7262201,2.6738985,2.1009912,2.2105596
22934,99.01815,53.628178,47.268913,34.81215,1.182712,1.7718811,2.0345554,1.5857092
22935,63.55608,61.06535,52.17186,39.80886,-0.6139509,-0.48931828,-0.38760448,-0.28831056
22936,56.96996,52.35842,44.79313,42.432873,1.672504,1.1847739,1.7513239,1.6519458
22937,51.073627,44.886147,43.724808,42.875797,-1.9778088,-1.3392541,-3.0131805,-2.0468802
22938,75.47027,33.896458,,,0.72468364,2.1844263,,
22939,75.042206,72.23281,69.78929,45.331226,1.7229263,2.102938,1.7170713,1.3980861
22940,59.192783,48.048573,40.342697,,0.17175265,-0.5022008,-1.4331799,
22941,29.685698,,,,1.4716257,,,
22942,107.8074,35.305233,34.447987,,1.1233964,1.1193203,0.50519425,
22943,57.459076,48.72546,35.74941,,3.1013474,2.934499,1.8700953,
22944,90.46548,30.027538,27.421522,,1.4189825,1.8550434,2.44358,
22945,56.35927,44.906414,44.4708,35.477192,2.4785302,1.0045786,1.4132373,2.0341742
22946,86.83856,51.60426,35.09734,30.27899,1.1448566,0.8911647,0.85767174,0.70255965
22947,89.42205,44.870476,41.07961,,1.9593009,1.7878387,-3.005043,
22948,64.53474,58.592117,53.80277,47.20994,1.6114029,1.3883106,1.8749278,1.3829156
22949,64.260864,45.26953,44.274204,,-0.62194717,-0.2542022,-0.003595283,
22950,64.20744,60.975082,43.716805,43.286034,-2.5272994,3.0280852,-2.7867577,2.9873965
22951,43.449493,38.554596,37.800568,33.967007,-1.0130787,-0.4725411,1.0418409,0.64087963
22952,41.435635,41.027927,35.03383,,2.4734042,-3.0849864,-3.102126,
22953,42.756958,33.732143,32.00026,,-0.9063166,-0.8149943,-2.6716986,
22954,55.831627,38.76683,34.523937,,-2.1828353,-3.0439055,-2.1757512,
22955,125.721405,88.92447,39.229042,38.511913,0.009529206,-0.44877595,-0.027340755,0.42049757
22956,76.14193,55.70178,49.935524,,0.65376526,-0.053517632,0.35648683,
22957,43.29331,38.14537,33.097626,,-0.03907676,-1.6125436,-0.78154886,
22958,89.502144,88.249825,35.525185,29.549763,-2.7883635,-2.3581789,-3.0835876,-2.0267196
22959,130.04376,88.22144,30.744982,,-1.6262364,-2.0115607,-2.0799398,
22960,44.40919,30.868029,29.97142,,-0.30422258,-0.23780243,0.5242204,
22961,71.57901,54.345665,31.408665,31.335388,1.4920174,2.6602566,2.776112,1.7903749
22962,86.43928,43.83632,30.765018,,0.40249103,1.727402,0.045176513,
22963,40.527294,38.246338,38.10658,33.383274,0.6597592,0.49817118,1.2524853,0.30185413
22964,81.06243,59.50879,,,-2.72662,-3.0035539,,
22965,82.8265,55.93882,40.970776,,2.966513,-2.4357255,-2.79683,
22966,91.50599,57.465473,,,1.7904067,0.83708245,,
22967,52.291683,,,,-0.37401122,,,
22968,36.480343,35.969,34.412212,33.397068,0.25209507,0.05205015,2.2249246,-0.22201167
22969,69.23587,61.492123,39.982788,,-0.37316,0.11030491,-0.08853806,
22970,48.031963,38.073902,32.801407,,-2.4625237,2.5486946,-2.211312,
22971,70.36597,64.194855,60.716476,43.3495,-0.071270816,-0.12951991,0.22192883,0.089280665
22972,70.63938,48.64174,35.449013,31.063904,0.109617464,0.81084704,0.38610324,1.3436912
22973,105.948456,48.330517,34.49258,33.929333,-2.7688904,-2.6973002,-2.9506135,-2.1996052
22974,87.5277,64.60953,57.54149,39.943287,-2.7081835,-2.607338,-1.8553729,-1.606259
22975,87.94747,74.20178,72.43601,,-2.186545,-2.6677876,3.0628335,
22976,76.98314,57.244286,50.952034,38.97717,-2.1602972,-2.4185047,-1.964606,-2.4776363
22977,69.70715,39.106884,34.194504,30.951107,-0.5676649,-2.2741933,-1.5441799,-0.9894008
22978,94.85677,33.70541,,,-1.3404263,-3.0127738,,
22979,68.743225,54.105747,49.524612,45.159817,0.060997088,0.7912888,-0.64689803,-0.4400163
22980,83.412704,59.207645,43.122738,37.103237,1.3390394,2.3197074,2.4865541,1.8062891
22981,66.17933,45.87321,45.280735,37.300774,-2.8970525,2.9019501,3.1288824,-2.962711
22982,61.56455,50.082226,49.89317,31.853424,-2.964091,1.5612292,2.411343,2.8212464
22983,43.996338,43.229195,33.85906,,2.0519917,2.3404086,2.245466,
22984,71.312195,33.307575,27.851114,,1.6217557,1.7450492,0.53447354,
22985,45.100796,43.395676,40.014343,32.640995,-0.016218556,0.8075713,-0.14051144,-0.76625156
22986,145.38339,59.5002,49.664097,31.96156,2.4492419,1.4431373,2.0762177,2.4009976
22987,49.517166,38.72877,,,-3.013637,2.914599,,
22988,55.03645,38.298862,38.247276,31.078186,0.19230066,-0.27443543,-1.0663886,-0.35893947
22989,73.31434,65.642876,42.488674,34.45037,-2.660407,2.5251167,2.9848702,-2.475757
22990,91.05107,48.88385,32.731697,32.035854,-0.110238746,-0.5734072,-2.023252,-1.0140562
22991,60.93196,52.01256,39.752964,29.67731,0.31324786,-1.1671134,-0.5857532,-0.02583947
22992,44.138763,40.407158,32.694443,,2.9407525,1.6375667,2.4581764,
22993,54.359734,40.724007,34.823734,,-1.3770375,0.27921882,-0.88333523,
22994,69.682014,53.016907,47.345245,,2.6803455,2.1845403,1.4942559,
22995,50.756195,46.508755,43.214916,33.278503,0.14640269,-0.1859752,1.0345312,1.5618427
22996,67.5253,38.275883,,,1.4615008,1.217306,,
22997,74.08507,66.76055,35.032265,,1.0917833,2.2048335,1.8193421,
22998,57.47727,55.08421,41.636166,38.144726,1.9298645,2.556716,2.24916,1.1443172
22999,268.3216,51.373737,40.94266,34.458344,-1.9212499,-2.657415,-1.8619846,-2.1036716
23000,115.3814,45.215366,41.8455,32.86736,1.4768709,0.3812193,1.0359331,0.17721857
23001,155.09853,77.961494,53.08792,41.188362,-2.464161,-2.9475386,-2.1728585,-2.7966702
23002,50.969658,48.92035,43.988083,41.77833,1.6795546,3.0903935,2.6947474,-3.0841763
23003,71.024216,67.05513,64.9098,33.380943,0.10090111,1.0245705,0.19521354,0.649477
23004,60.121525,36.4007,36.378365,31.558487,-1.1367756,-2.8805933,-2.1946628,-1.6695814
23005,89.769104,75.90995,50.949303,40.232746,1.0314889,0.58531153,-0.054701477,0.8800995
23006,76.23097,36.893307,30.24787,,-2.5233588,-3.098885,3.0712178,
23007,92.7812,52.51674,43.720585,38.16058,-0.086917154,-1.4483311,-0.83003926,-0.9298225
23008,63.021545,54.366436,34.408386,33.536827,1.2985251,-0.040039655,1.0481114,0.8377676
23009,154.69936,75.472984,40.20806,37.350807,1.745579,1.3242527,1.0943019,1.7860715
23010,67.55924,62.50267,34.30457,29.273367,1.6218296,0.14999336,1.2717366,0.45973212
23011,58.252487,54.641716,46.593513,27.457829,-2.3096578,2.8828065,-2.9180024,2.7600715
23012,57.969692,51.83175,28.98073,,2.888178,-2.594301,-1.5882759,
23013,35.863956,35.202,,,1.5495181,1.041349,,
23014,67.10966,51.672966,,,-0.7702467,-0.20882094,,
23015,124.467735,46.859905,38.665703,33.39038,0.8566451,0.44186834,1.1801981,-0.2850816
23016,176.79236,58.919456,44.974277,44.56755,-2.9317896,-2.3569264,2.769781,-2.4788291
23017,94.80616,77.36114,36.72669,33.82735,-1.966193,-2.2624145,-2.6203196,-1.9469584
23018,76.903534,60.454945,32.43805,,2.7927153,1.6093452,2.9104786,
23019,120.256004,39.255566,37.44779,31.883362,-2.0915318,-2.043517,-1.2207726,-2.0060432
23020,113.94866,44.042408,38.94329,34.842903,0.7067779,0.13549173,0.40470415,-0.42065594
23021,61.634453,59.81972,35.75934,35.61224,0.8493616,0.49175847,1.7244308,0.68021154
23022,92.91213,75.448395,39.543156,31.724783,0.023240738,1.1652137,0.6742071,0.54044455
23023,100.172066,62.642426,62.392487,,1.7814231,2.0942283,1.5468059,
23024,99.74306,42.19348,,,-1.2871166,-2.7264452,,
23025,98.276085,71.47171,43.27659,32.29904,0.8226233,0.34754005,1.5126096,0.06310564
23026,46.05408,40.925335,34.78157,,-0.34431905,-1.2512472,-0.39497882,
23027,89.83109,84.65193,69.57464,49.93099,-2.3727427,-2.022939,-1.5950222,-2.6229224
23028,52.64231,34.07098,31.185541,,2.6012769,2.782409,0.7219633,
23029,142.25758,34.691795,33.254185,29.881504,2.5771723,1.7998544,1.7483381,2.7765884
23030,45.6734,33.88896,33.47097,32.920994,1.012454,-1.7493564,-0.08465114,0.659823
23031,45.156185,41.20693,40.595848,33.106083,-2.6086085,-1.0551165,-1.9981564,-2.2896671
23032,42.475365,,,,0.00028722093,,,
23033,56.4197,51.998405,,,-0.80604035,-1.8603797,,
23034,102.67704,62.822453,52.68682,33.828476,-0.58724916,-0.30042174,-0.8274537,-0.029863916
23035,52.83752,47.84923,43.325893,,-1.643807,-0.7250945,-2.2034388,
23036,144.55756,79.844,67.72449,34.11337,-0.90697074,-1.2806488,-0.46465078,-0.86994416
23037,88.8624,39.746136,,,0.89657986,2.34592,,
23038,84.99284,43.33614,30.197247,,-0.15036902,-1.1073908,-0.86215913,
23039,170.50667,49.338287,41.512634,35.36706,-1.1269454,-1.4652132,-1.5695812,-1.6809387
23040,52.908806,50.917835,50.756027,,-0.86887425,-0.38842586,0.5307255,
23041,137.4433,34.059143,32.502728,,-1.3373792,-0.78209573,-0.26010877,
23042,85.221664,58.118404,42.320236,32.894043,1.7063423,0.8839842,0.8967726,0.9286381
23043,63.79283,44.510086,37.92176,,1.9515427,2.8374052,3.0602112,
23044,73.44667,41.910053,38.21954,37.062878,2.2385073,0.55591184,1.9130855,1.6275088
23045,75.890076,37.882946,,,-1.781206,-1.5729574,,
23046,115.99656,87.999565,39.241577,37.30386,0.65015125,1.1082464,1.0445901,1.2505325
23047,79.53324,54.07692,37.353024,37.052944,-0.70933944,-0.8923929,-1.0340582,-1.80942
23048,82.30743,39.45359,38.94651,30.919176,2.88904,3.0320647,2.1323621,-2.0271497
23049,54.831818,49.821438,38.700222,29.676317,-2.3127978,-0.9412363,-0.75841045,-1.455134
23050,110.92134,77.22865,49.710026,30.797577,2.3607745,2.085742,2.1856766,2.624521
23051,67.102455,37.327885,32.674854,,0.44573355,1.2276677,0.9762572,
23052,260.54532,56.10231,44.70124,34.24798,-2.4057682,-2.0578988,-2.538185,-1.5519171
23053,111.07502,37.873013,31.620451,,1.4280251,1.9536878,0.47052252,
23054,51.677273,37.56386,35.88079,,-2.4858792,-1.0322099,-1.9621778,
23055,72.56955,70.086494,48.450756,35.17917,-2.5674145,-2.4731302,-1.5539933,-3.0568469
23056,53.149727,35.959053,31.36081,30.37976,-1.1495895,-1.4404402,-1.1592588,3.0032494
23057,58.09388,42.5821,41.75946,33.442802,-1.2905378,-1.8313675,-2.8311996,-3.1224532
23058,57.56045,35.860226,35.35906,31.60257,1.5680187,1.5524902,1.783448,0.94283
23059,85.40695,47.599583,32.47798,,-0.62918895,0.16634057,-1.2060701,
23060,63.534397,43.072716,,,-3.0470252,1.5373368,,
23061,87.2792,68.15403,46.425034,30.53762,-1.2098662,-2.0939956,-1.4297042,-2.0432332
23062,122.122086,112.275024,33.269276,,1.6422962,1.6192777,2.3513083,
23063,89.66708,85.146225,47.955044,42.143745,-0.936793,-1.2964181,-2.2117093,-1.5204357
23064,149.35594,52.9305,39.780617,34.11289,-1.2185287,-1.6161529,-1.5138899,-2.3063383
23065,69.8645,58.51189,35.19165,,1.8782611,2.5969894,2.442514,
23066,51.680466,51.42746,44.627174,,-2.9507768,-2.1288304,-2.8234646,
23067,93.92015,63.188477,34.57644,30.981373,1.8286458,2.632449,3.0608225,1.3877295
23068,75.98248,66.57129,31.075468,30.975359,-0.10161436,-0.011645033,1.4594586,0.56128925
23069,91.341156,69.29268,41.984726,31.771309,2.5751214,2.2144027,2.4674635,-2.8948338
23070,120.48688,56.01601,55.426155,41.11783,-1.8769369,-2.5192888,-3.0100307,-2.2527993
23071,82.3887,41.189026,35.699276,,1.1864067,0.88232404,0.6128095,
23072,61.991104,52.321415,32.64483,31.91127,0.26413757,-0.65254176,-0.04372707,0.05339989
23073,108.29125,63.018997,58.20606,33.67179,0.9116528,0.8123829,0.40468672,-0.2649001
23074,98.693855,73.68609,44.31995,43.126293,0.31801343,1.4176611,0.98227596,0.57070625
23075,69.39507,52.634987,51.587696,36.748127,-0.7051873,-0.98970133,-2.1210554,-1.4954567
23076,116.924,99.293564,53.04894,52.992844,-1.0650171,-0.7429218,-1.2708875,-1.6555443
23077,133.06918,42.131977,37.515,35.176876,-0.1870317,1.1159537,0.3902976,0.6494649
23078,52.067013,35.848785,30.68132,,2.7072608,1.4137594,1.9222171,
23079,38.309864,34.505363,32.27984,31.30204,-1.0981014,-2.14303,0.27463344,0.6831354
23080,113.428734,53.63589,48.906998,41.24513,1.6042219,1.6715391,1.0775236,2.0609508
23081,101.0683,39.621826,38.401917,32.870316,-0.3710312,-1.8057559,-0.8856625,-1.3165114
23082,53.857944,34.652225,34.08637,,-2.0146616,2.8683825,2.2880554,
23083,45.064877,34.84929,29.5873,,0.7359691,1.9268055,1.3982995,
23084,45.850445,42.029842,31.837873,,1.452293,1.9537497,2.3943372,
23085,47.298088,44.242027,36.534367,32.988575,2.5984783,1.8340759,0.373838,2.279238
23086,101.66775,53.47915,46.31341,40.83653,1.253724,0.14274639,0.677042,0.67175823
23087,189.02412,45.48542,34.314636,29.974316,-1.6535753,-2.5420027,-2.2847733,-1.6822797
23088,37.082455,,,,2.1947882,,,
23089,69.5225,41.403103,31.495878,,1.3960235,2.5404015,2.6652758,
23090,46.01695,39.690437,36.316704,32.339764,-1.9804437,-1.5546771,-3.009151,-1.2883006
23091,76.13384,56.800343,38.51248,,0.23297781,-0.2080689,0.07452126,
23092,79.4047,72.108185,67.45286,40.459126,-1.4902455,-1.3838029,-1.0980608,-1.9024978
23093,110.43857,90.4209,,,-2.7912428,-2.2838378,,
23094,94.66233,69.71038,36.563877,,2.2024038,2.691243,2.7308652,
23095,69.57341,61.929176,35.08096,31.323036,3.0346293,2.2675228,2.4377513,1.3375518
23096,73.93374,37.422165,32.51914,,-2.794457,-2.1981037,-1.7086098,
23097,65.93918,61.484116,33.165752,,0.39027187,-0.21025625,0.062922396,
23098,113.864525,69.90246,63.89491,36.79087,2.8253202,2.3717656,2.9747958,-2.6368213
23099,38.085,34.258442,,,-2.151177,-2.7840676,,
23100,72.9729,53.038612,44.47194,34.30106,1.4218227,1.187719,1.836112,2.2653775
23101,162.14134,64.90835,,,-2.8819082,-2.5540836,,
23102,49.60993,47.86375,,,0.4259782,1.4192212,,
23103,59.375816,50.877537,31.933554,,2.393533,2.9063027,2.336978,
23104,61.301765,59.04011,53.5376,40.221485,1.734479,3.1123593,2.0943258,2.0359113
23105,54.064003,53.019707,49.55863,40.053127,-0.6213512,-0.99730694,-0.24174666,-0.6777911
23106,61.71839,40.385406,38.58195,38.302773,2.353205,3.0486622,2.8609314,2.7471602
23107,41.379353,38.12065,33.622463,,-2.9003372,-1.4240663,-1.6139462,
23108,56.01679,55.253002,34.58208,,1.5975132,0.62075084,1.1639259,
23109,61.242348,44.094696,40.09099,32.20915,-2.3812125,-2.6300235,2.49489,-3.0692198
23110,77.339355,53.792103,,,2.0357358,2.834603,,
23111,103.77946,84.41816,35.659466,33.78323,-1.1535904,-0.6017985,-0.66832745,0.11477719
23112,48.276573,33.305973,,,-0.22421153,-2.2842164,,
23113,64.56997,53.089737,43.632942,33.903355,-0.84850764,-1.1273332,-0.18542553,-1.8355285
23114,177.82034,50.649326,41.236942,34.741444,-0.8409137,-1.5968101,-0.4741851,-0.8119652
23115,56.364246,53.724403,51.53425,,-1.4074147,-0.78857607,-0.23592132,
23116,17.899704,,,,-1.8733662,,,
23117,51.463417,45.985332,37.86168,35.780914,2.4963155,-2.1731513,-2.6690264,-2.1666324
23118,84.74029,76.925316,47.075314,35.69748,2.106748,1.5437489,1.9572269,0.8120723
23119,98.74971,54.253597,35.925293,,-0.8120285,-1.57021,-1.0589037,
23120,108.33724,65.37261,44.53244,41.6305,-0.70415777,0.022889249,-0.41618255,0.0060149776
23121,76.476,44.017925,41.07678,31.763193,-0.5018382,0.17379019,1.2098472,0.57362884
23122,56.509083,36.659035,,,-2.2074883,-2.76486,,
23123,71.725716,66.87236,39.667797,33.986664,-1.9901015,-2.765115,-1.7667334,-2.1951516
23124,123.36204,50.606335,44.507565,33.57968,1.1123121,1.1320457,1.9149407,1.5121044
23125,51.182022,42.19698,39.90713,35.85565,0.4562645,0.82403076,0.44342238,1.3583826
23126,63.76254,50.175102,44.054874,,-0.845848,-1.7155854,-1.133878,
23127,43.360104,31.075006,30.731316,,-1.6090022,0.93974435,-0.17670722,
23128,60.474068,31.041702,28.116577,,2.6988485,1.4770108,2.358685,
23129,67.95767,58.488224,34.357357,,2.0876517,1.9815965,2.944308,
23130,78.26224,59.56762,36.840614,35.442978,1.8519166,1.7055237,0.5074937,0.8921621
23131,75.07026,67.300095,50.60217,38.209225,-0.59955305,-0.53665644,0.749094,0.1646837
23132,136.40765,88.056595,73.211426,41.350136,-2.7030988,-2.398538,-1.9190379,-2.3143566
23133,59.280586,32.218174,28.197453,,-1.1609268,0.8291407,-0.77224284,
23134,77.33236,47.94387,42.44118,28.296225,2.5165925,1.0150927,2.0152466,2.2594647
23135,136.2904,42.547985,40.39482,35.134922,2.166977,2.6652825,2.6839855,2.1609633
23136,83.61804,51.197296,39.627106,,-1.0359786,-1.6201211,-1.8908181,
23137,96.83443,37.29609,30.846157,29.178932,0.8459103,0.47441146,0.30031148,-0.9374244
23138,90.53991,75.81474,45.39192,28.691427,0.012334094,-0.9702075,-0.1961089,-0.9043542
23139,53.276413,44.448917,38.887356,34.211952,1.6283472,2.1419396,2.1299903,2.2934008
23140,87.580956,62.538513,37.29023,33.174988,2.1295815,1.6398833,3.100826,2.0908737
23141,67.65982,53.08876,51.490654,30.62344,0.3508431,0.2337013,-0.611262,0.6715373
23142,61.987076,41.59447,,,-2.0840409,-2.4641259,,
23143,47.10739,47.097973,36.765747,30.613546,-2.2923422,-2.2777479,-2.7842903,-1.7308452
23144,157.44263,53.920517,37.108574,,-1.1267006,-1.4913995,-2.1412346,
23145,78.096695,66.79233,45.411873,,0.6560024,1.7292024,1.3108467,
23146,62.447323,37.583347,34.04111,,-0.5404235,-1.3305532,-0.9695681,
23147,90.549416,60.45577,46.351944,32.85101,-2.063885,-1.2856023,-1.6728097,-1.6199123
23148,55.547264,52.997246,32.66208,29.422861,1.3184298,2.4442203,2.4131622,0.6186466
23149,35.219704,32.011623,31.398186,,-2.1964664,-2.912798,2.0610907,
23150,58.844334,52.067646,46.56495,33.95154,-2.5006833,-2.085531,-1.0111157,-1.7414525
23151,44.97447,30.233112,,,1.9470797,2.38328,,
23152,38.946728,34.824783,31.544611,26.552877,1.7592788,2.1997454,-1.6969843,-2.9829807
23153,69.23828,53.16398,41.89219,41.392647,0.7166048,1.636089,2.4056573,1.2215941
23154,95.654495,42.733562,34.838505,29.501055,0.8308085,-0.6818733,0.5949682,0.32829642
23155,80.97036,50.8529,36.740433,35.314114,1.4418459,2.8444169,2.3596368,2.2090583
23156,138.383,95.58229,62.694702,36.536877,1.0038183,1.4192967,1.3796088,0.72115815
23157,67.3924,34.94283,,,-0.4473822,0.09269807,,
23158,137.18906,52.036274,49.503166,43.848965,0.7612569,1.208136,1.6798866,0.34554186
23159,62.458035,56.697132,52.017345,37.52589,-1.9965627,-0.7612653,-2.2795832,-1.3972497
23160,166.32155,45.19885,33.226208,30.450533,-1.8378899,-1.3735963,-2.1733267,-3.0238757
23161,90.83004,44.122364,39.14885,30.716541,2.934967,-1.7783426,-2.4737086,-2.241874
23162,79.29522,76.24433,40.84876,,-0.40629092,-0.83395463,-0.82032466,
23163,127.354904,54.623837,49.800472,45.209843,-0.46766317,-0.0041626133,-0.059201255,-0.7994477
23164,126.58446,42.305233,36.173428,32.656124,1.6641433,1.6098496,2.208692,2.905434
23165,44.744164,38.87699,36.973186,35.215992,1.1313727,-0.17462225,0.2673184,1.7655363
23166,71.265144,48.704426,39.327404,31.696295,-1.0146072,0.70053625,-0.63670444,-0.20288186
23167,120.56263,54.088585,39.211727,33.60805,1.3807558,0.49153003,1.2859509,0.59880614
23168,73.22803,62.475056,61.459507,,1.8800861,2.8415465,2.2893186,
23169,88.37174,50.945896,40.89282,35.740208,0.7023241,0.21387951,0.021801807,0.910681
23170,39.8927,39.60395,38.933666,34.39345,-0.76156926,-0.5662736,-0.53989553,0.20650208
23171,57.47755,33.79335,31.96788,,-2.394193,-1.5603895,-1.7067287,
23172,78.17947,38.28814,33.16953,32.62816,1.2842098,-0.25493842,0.8923839,0.13172697
23173,57.37274,42.906746,41.95272,29.922718,0.2045057,0.28045768,-1.2038034,-0.6042962
23174,41.175888,40.671192,33.199135,,1.937947,0.86308616,1.6896548,
23175,99.83847,76.060585,38.242153,37.558033,-0.7413688,0.06259124,-0.25994092,-0.33419317
23176,115.70675,47.148483,31.939646,,1.7393111,1.3118558,0.35056704,
